PARTY_NAME,PARTY_NUMBER,PARTY_SITE_ID,SITE_USE_ID,SITE_USE_CODE,PARTY_ID,ACCOUNT_NUMBER,ACCOUNT_NAME,CUST_ACCOUNT_ID,ACCOUNT_STATUS,PARTY_SITE_NUMBER,PARTY_SITE_STATUS,START_DATE,END_DATE,PRIMARY_FLAG,BILL_TO_FLAG,SHIP_TO_FLAG,LOCATION,ADDRESS1,ADDRESS2,ADDRESS3,ADDRESS4,CITY,POSTAL_CODE,STATE,COUNTRY,row_number
BAKER REFRIGERATION,17134,100000046344950,100000046354763,BILL_TO,100000046341990,3300,BAKER REFRIGERATION,100000046348927,A,15871,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,6450,402 DAY LN,,,,RUSSELLVILLE,72802,AR,US,
FORREST FUNERAL HOME,17135,100000046346059,100000046355354,BILL_TO,100000046341991,4314,FORREST FUNERAL HOME,100000046349941,A,16980,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,7041,1258 RICHBURG RD,,,,HATTIESBURG,39402,MS,US,
BENVENUTTI ELECT APPARATUS,17136,100000046344653,100000046353985,BILL_TO,100000046341992,3493,BENVENUTTI ELECT APPARATUS,100000046349120,A,15574,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,5672,9515 N WILDFLOWER CT,,,,GULFPORT,39503,MS,US,
JACOBE BROTHERS CONSTRUCTION,17137,100000046344626,100000046353990,BILL_TO,100000046341993,4512,JACOBE BROTHERS CONSTRUCTION,100000046350139,A,15547,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,5677,700 SEAST LOOP 323,,,,TYLER,75702,TX,US,
WINSUPPLY PINE BLUFF AR,17138,100000046344954,100000046355358,BILL_TO,100000046341994,3306,WINSUPPLY PINE BLUFF AR,100000046348933,A,15875,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,7045,PO BOX 1127,,,,DAYTON,71611,OH,US,
KAMAN INDUSTRIAL TECHNOLOGIES,17139,100000046346636,100000046355359,BILL_TO,100000046341995,3307,KAMAN INDUSTRIAL TECHNOLOGIES,100000046348934,A,17557,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,7046,213 W WAYNE STREE,,,,FT WAYNE,46802,IN,US,
COMFORTROL,17140,100000046346063,100000046353430,BILL_TO,100000046341996,5207,COMFORTROL,100000046350834,A,16984,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,5117,3155 LAMB AVE,,,,COLUMBUS,43219,OH,US,
STAR MECHANICAL SUPPLY,17141,100000046346064,100000046353510,BILL_TO,100000046341997,4318,STAR MECHANICAL SUPPLY,100000046349945,A,16985,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,5197,122 W RANDALL RD,,,,SPRINGDALE,72764,AR,US,
STAR MECHANICAL SUPPLY,17141,100000046346378,100000046354990,BILL_TO,100000046341997,4318,STAR MECHANICAL SUPPLY,100000046349945,A,17299,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,N,Y,N,6677,5401 S ZERO,,,,FT SMITH,72903,AR,US,
INTERCOMPANY EQUIP-AR,17142,100000046346380,100000046353431,BILL_TO,100000046341998,4862,INTERCOMPANY EQUIP-AR,100000046350489,A,17301,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,5118,30 WILLOW DR,,,,CABOT,72023,AR,US,
THE FIRST BANK ATTN: JANIE WIL,17143,100000046345486,100000046354994,BILL_TO,100000046341999,3311,THE FIRST BANK ATTN: JANIE WIL,100000046348938,A,16407,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,6681,PO BOX 15549,,,,HATTIESBURG,39042,MS,US,
NEWK'S EXPRESS CAFE,17144,100000046344957,100000046353512,BILL_TO,100000046342000,3809,NEWK'S EXPRESS CAFE,100000046349436,A,15878,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,5199,3680 S HOUSTON LEVEE RD,,,,COLLIERVILLE,38017,TN,US,
CAMP MCCAIN,17145,100000046344442,100000046355038,BILL_TO,100000046342001,4514,CAMP MCCAIN,100000046350141,A,15363,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,6725,3152 J H BIDDY RD,,,,GRENADA,38901,MS,US,
YOUTH VILLAGES,17146,100000046346067,100000046355367,BILL_TO,100000046342002,3811,YOUTH VILLAGES,100000046349438,A,16988,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,7054,7410 MEMPHIS ARLINGTON RD,,,,BARTLETT,38135,TN,US,
HAMPTON INN,17147,100000046344446,100000046354777,BILL_TO,100000046342003,4517,HAMPTON INN,100000046350144,A,15367,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,N,Y,N,6464,5575 SKYHAWK PKWY,,,,MARTIN,38237,TN,US,
HAMPTON INN,17147,100000046344447,100000046355370,BILL_TO,100000046342003,4517,HAMPTON INN,100000046350144,A,15368,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,N,Y,N,7057,6730 MS - 63 N,,,,MOSS POINT,39563,MS,US,
HAMPTON INN,17147,100000046344664,100000046354776,BILL_TO,100000046342003,4517,HAMPTON INN,100000046350144,A,15585,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,N,Y,N,6463,912 N DAVIS,,,,CLEVELAND,38732,MS,US,
HAMPTON INN,17147,100000046344665,100000046353748,BILL_TO,100000046342003,4517,HAMPTON INN,100000046350144,A,15586,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,N,Y,N,5435,7005 STATE HWY 129 N,,,,WINFIELD,35594,AL,US,
HAMPTON INN,17147,100000046344666,100000046353993,BILL_TO,100000046342003,4517,HAMPTON INN,100000046350144,A,15587,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,N,Y,N,5680,1509 JEFFERSON ST,,,,LAUREL,39440,MS,US,
HAMPTON INN,17147,100000046344959,100000046354779,BILL_TO,100000046342003,4517,HAMPTON INN,100000046350144,A,15880,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,N,Y,N,6466,6830 CRUMPLER BLVD,,,,OLIVE BRANCH,38654,MS,US,
HAMPTON INN,17147,100000046345490,100000046354375,BILL_TO,100000046342003,4517,HAMPTON INN,100000046350144,A,16411,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,N,Y,N,6062,545 E JOHN CARPENTER FREEWAY,,,,IRVING,75062,TX,US,
HAMPTON INN,17147,100000046345491,100000046354781,BILL_TO,100000046342003,4517,HAMPTON INN,100000046350144,A,16412,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,N,Y,N,6468,2280 E MAIN ST,,,,BROUSSARD,70518,LA,US,
HAMPTON INN,17147,100000046345792,100000046354377,BILL_TO,100000046342003,4517,HAMPTON INN,100000046350144,A,16713,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,N,Y,N,6064,505 S CT ST,,,,FLORENCE,35630,AL,US,
HAMPTON INN,17147,100000046346072,100000046355039,BILL_TO,100000046342003,4517,HAMPTON INN,100000046350144,A,16993,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,N,Y,N,6726,1280 W POPLAR AVE,,,,COLLIERVILLE,38017,TN,US,
HAMPTON INN,17147,100000046346073,100000046354376,BILL_TO,100000046342003,4517,HAMPTON INN,100000046350144,A,16994,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,N,Y,N,6063,133 SOLDIERS COLONY RD,,,,CANTON,39046,MS,US,
HAMPTON INN,17147,100000046346074,100000046353994,BILL_TO,100000046342003,4517,HAMPTON INN,100000046350144,A,16995,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,N,Y,N,5681,1701 GULFSHORES PKWY,,,,GULFSHORES,36542,AL,US,
HAMPTON INN,17147,100000046346383,100000046354778,BILL_TO,100000046342003,4517,HAMPTON INN,100000046350144,A,17304,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,N,Y,N,6465,962 SHADY GROVE RD,,,,MEMPHIS,38120,TN,US,
HAMPTON INN,17147,100000046346384,100000046353517,BILL_TO,100000046342003,4517,HAMPTON INN,100000046350144,A,17305,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,5204,525 PROVIDENCE PARK DR,,,,MOBILE,36695,AL,US,
HAMPTON INN,17147,100000046346644,100000046354780,BILL_TO,100000046342003,4517,HAMPTON INN,100000046350144,A,17565,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,N,Y,N,6467,33 HUMPHREYS CENTER DR,,,,MEMPHIS,38120,TN,US,
MILLS-WILSON-GEORGE INC,17148,100000046345794,100000046354784,BILL_TO,100000046342004,3315,MILLS-WILSON-GEORGE INC,100000046348942,A,16715,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,6471,1847 VANDERHORN,,,,MEMPHIS,38134,TN,US,
RGB MECHANICAL,17149,100000046344667,100000046353441,BILL_TO,100000046342005,4322,RGB MECHANICAL,100000046349949,A,15588,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,5128,PO BOX 1927,,,,JONESBORO,72405,AR,US,
RGB MECHANICAL,17149,100000046345795,100000046355372,BILL_TO,100000046342005,4322,RGB MECHANICAL,100000046349949,A,16716,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,N,Y,N,7059,4221 E JOHNSON AVE,,,,JONESBORO,72405,AR,US,
ALABAMA EQUIPMENT,17150,100000046345796,100000046354828,BILL_TO,100000046342006,4518,ALABAMA EQUIPMENT,100000046350145,A,16717,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,6515,300 RIVERCHASE PKWY E,,,,HOOVER,35244,AL,US,
M & H HEATING,17151,100000046344448,100000046353749,BILL_TO,100000046342007,4028,M & H HEATING,100000046349655,A,15369,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,5436,1740 SEPTEMBER,,,,MEMPHIS,38116,TN,US,
3171 DIRECTORS ROW,17152,100000046344450,100000046353750,BILL_TO,100000046342008,4326,3171 DIRECTORS ROW,100000046349953,A,15371,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,5437,3171 DIRECTORS ROW,,,,MEMPHIS,38116,TN,US,
HHTWO OXFORD LLC,17153,100000046345500,100000046353520,BILL_TO,100000046342009,4033,HHTWO OXFORD LLC,100000046349660,A,16421,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,5207,101 S LAMAR CT,,,,OXFORD,38655,MS,US,
OCHSNER HEALTH SYSTEM,17154,100000046344455,100000046353449,BILL_TO,100000046342010,4525,OCHSNER HEALTH SYSTEM,100000046350152,A,15376,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,5136,1201 DICKORY AVE,,,,HARAHAN,70123,LA,US,
CAYCE MECHANICAL CONTRACTORS,17155,100000046345501,100000046354837,BILL_TO,100000046342011,5225,CAYCE MECHANICAL CONTRACTORS,100000046350852,A,16422,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,6524,909 SEABOARD ST,,,,MYRTLE BEACH,29578,SC,US,
SOEFKER REFRIGERATION,17156,100000046346109,100000046353523,BILL_TO,100000046342012,3826,SOEFKER REFRIGERATION,100000046349453,A,17030,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,5210,1568 PANAMA ST,,,,MEMPHIS,38108,TN,US,
CINNY VERHAKK-MCCLOSKEY,17157,100000046345506,100000046353450,BILL_TO,100000046342013,4329,CINNY VERHAKK-MCCLOSKEY,100000046349956,A,16427,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,5137,9043 BELLEHURST DR,,,,CORDOVA,38016,TN,US,
TREY CONSTRUCTION,17158,100000046344679,100000046355052,BILL_TO,100000046342014,3830,TREY CONSTRUCTION,100000046349457,A,15600,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,6739,1355 ALCY RD,,,,MEMPHIS,38106,TN,US,
NEFAB PACKAGING SOUTH EASTLLC,17159,100000046346084,100000046353526,BILL_TO,100000046342015,4037,NEFAB PACKAGING SOUTH EASTLLC,100000046349664,A,17005,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,5213,10665 RIDGEWAY INDUSTRIAL DR,,,,OLIVE BRANCH,38654,MS,US,
MCCULLOUGH STEEL,17160,100000046346085,100000046353453,BILL_TO,100000046342016,4872,MCCULLOUGH STEEL,100000046350499,A,17006,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,5140,1717 MCCULLOUGH BLVD,,,,TUPELO,38801,MS,US,
V & M SERVICES,17161,100000046344972,100000046353456,BILL_TO,100000046342017,5231,V & M SERVICES,100000046350858,A,15893,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,5143,471 KIMBERLY DR,,,,ATOKA,38004,TN,US,
MISSISSIPPI CONST' & MAINT,17162,100000046344460,100000046354438,BILL_TO,100000046342018,4882,MISSISSIPPI CONST' & MAINT,100000046350509,A,15381,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,6125,1010 CASINO CENTER DR,,,,ROBINSONVILLE,38664,MS,US,
MAC'S CONSTRUCTION COMPANY IN,17163,100000046344980,100000046354440,BILL_TO,100000046342019,3332,MAC'S CONSTRUCTION COMPANY IN,100000046348959,A,15901,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,6127,6555 US HWY 98 W STE#13,,,,HATTIESBURG,39402,MS,US,
BRIAN SCHAFFLER,17164,100000046344764,100000046353879,BILL_TO,100000046342020,4419,BRIAN SCHAFFLER,100000046350046,A,15685,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,5566,3671 OAKLEY AVE,,,,MEMPHIS,38111,TN,US,
MONTGOMERY MARTIN,17165,100000046345056,100000046355036,BILL_TO,100000046342021,4645,MONTGOMERY MARTIN,100000046350272,A,15977,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,6723,8245 TOURNAMENT DR,,,,MEMPHIS,38125,TN,US,
ALL TEMP HVAC CORP,17166,100000046345057,100000046353612,BILL_TO,100000046342022,4155,ALL TEMP HVAC CORP,100000046349782,A,15978,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,5299,911 CANDIA RD,,,,MANCHESTER,03109,NH,US,
HERIN MECHANICAL CONTRACTORS,17167,100000046346221,100000046354427,BILL_TO,100000046342023,4971,HERIN MECHANICAL CONTRACTORS,100000046350598,A,17142,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,6114,14125 HWY 178 W,,,,BYHALIA,38611,MS,US,
ELDRIDGE SERVICES INC,17168,100000046345063,100000046355080,BILL_TO,100000046342024,4973,ELDRIDGE SERVICES INC,100000046350600,A,15984,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,6767,PO BOX 548,,,,HERNANDO,38632,MS,US,
DRURY INN & SUITES,17169,100000046345623,100000046355232,BILL_TO,100000046342025,4979,DRURY INN & SUITES,100000046350606,A,16544,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,6919,735 GOODMAN RD,,,,HORN LAKE,38637,MS,US,
SMITHVILLE ATTENDANCE CENTER,17170,100000046345859,100000046354434,BILL_TO,100000046342026,4647,SMITHVILLE ATTENDANCE CENTER,100000046350274,A,16780,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,6121,60008 INDUSTRIAL LOOP HWY 23,,,,SMITHVILLE,38870,MS,US,
TRINITY RETIREMENT VILLAGE,17171,100000046345626,100000046353620,BILL_TO,100000046342027,3614,TRINITY RETIREMENT VILLAGE,100000046349241,A,16547,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,5307,6400 TRINITY DR,,,,PINE BLUFF,71603,AR,US,
APEX HOME BUILDERS LLC,17172,100000046346233,100000046354479,BILL_TO,100000046342028,4994,APEX HOME BUILDERS LLC,100000046350621,A,17154,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,6166,PO BOX 39,,,,ATOKA,38004,TN,US,
AIRMASTERS HVAC/SOUTH TOWN REF,17173,100000046346234,100000046354708,BILL_TO,100000046342029,5018,AIRMASTERS HVAC/SOUTH TOWN REF,100000046350645,A,17155,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,6395,1330 N GRAND AVE W,,,,SPRINGFIELD,62702,IL,US,
CHAD STEWART & ASSOCIATES INC,17174,100000046345318,100000046353890,BILL_TO,100000046342030,4652,CHAD STEWART & ASSOCIATES INC,100000046350279,A,16239,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,5577,9700 VILLAGE CIR,,,,LAKELAND,38002,TN,US,
ELEMENT AIR INC,17175,100000046344836,100000046354709,BILL_TO,100000046342031,3618,ELEMENT AIR INC,100000046349245,A,15757,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,6396,23 DIFATTA LN,,,,PURVIS,39475,MS,US,
MAY'S SERVICE & REPAIR,17176,100000046346496,100000046355087,BILL_TO,100000046342032,5020,MAY'S SERVICE & REPAIR,100000046350647,A,17417,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,6774,342 BLACKWELL RD,,,,TAYLORSVILLE,39168,MS,US,
COLLIERS MGMT SERVICES,17177,100000046345069,100000046355240,BILL_TO,100000046342033,4165,COLLIERS MGMT SERVICES,100000046349792,A,15990,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,6927,6363 POPLAR,,,,MEMPHIS,38119,TN,US,
TAV 221,17178,100000046346243,100000046354583,BILL_TO,100000046342034,5000,TAV 221,100000046350627,A,17164,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,6270,221 TOWNSHIP AVE,,,,RIDGELAND,39157,MS,US,
ACOCK CLIMATE CONTROL,17179,100000046345631,100000046354715,BILL_TO,100000046342035,3889,ACOCK CLIMATE CONTROL,100000046349516,A,16552,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,6402,700 GREGORY LN,,,,SHAWNEE,74804,OK,US,
CHURCH OF THE HOLY COMMUNION,17180,100000046345874,100000046354490,BILL_TO,100000046342036,4428,CHURCH OF THE HOLY COMMUNION,100000046350055,A,16795,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,6177,4645 WALNUT GROVE RD,,,,MEMPHIS,38117,TN,US,
CENTRAL STATION HOTEL,17181,100000046345633,100000046355295,BILL_TO,100000046342037,5006,CENTRAL STATION HOTEL,100000046350633,A,16554,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,6982,545 S MAIN ST,,,,MEMPHIS,38103,TN,US,
BROOM HEATING & AIR,17182,100000046344849,100000046354592,BILL_TO,100000046342038,4172,BROOM HEATING & AIR,100000046349799,A,15770,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,6279,1232 BLYTHEWOOD RD,,,,BLYTHEWOOD,29016,SC,US,
SIEFER AMERICA INC,17183,100000046345637,100000046354492,BILL_TO,100000046342039,5008,SIEFER AMERICA INC,100000046350635,A,16558,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,6179,PO BOX 444,,,,CORDOVA,38088,TN,US,
ENGINEERED COMFORT INC,17184,100000046344850,100000046355098,BILL_TO,100000046342040,3629,ENGINEERED COMFORT INC,100000046349256,A,15771,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,6785,5369 CRESTVIEW,,,,MEMPHIS,38134,TN,US,
ADVANCE HEATING AIR/COND INC,17185,100000046346505,100000046354597,BILL_TO,100000046342041,3894,ADVANCE HEATING AIR/COND INC,100000046349521,A,17426,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,6284,302 16TH ST,,,,CODY,82414,WY,US,
CLIMACOOL,17186,100000046345638,100000046354494,BILL_TO,100000046342042,5344,CLIMACOOL,100000046350971,A,16559,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,6181,15 S VIRGINIA AVE,,,,OKLAHOMA CITY,73106,OK,US,
DELAIR,17187,100000046345330,100000046353633,BILL_TO,100000046342043,4661,DELAIR,100000046350288,A,16251,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,5320,531 CODISCO WAY,,,,SANFORD,32771,FL,US,
GUARANTY BANK,17188,100000046346508,100000046353301,BILL_TO,100000046342044,4438,GUARANTY BANK,100000046350065,A,17429,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,4988,4894 POPLAR AVE,,,,MEMPHIS,38117,TN,US,
MADISON HEIGHTS CHURCH,17189,100000046345337,100000046354499,BILL_TO,100000046342045,5348,MADISON HEIGHTS CHURCH,100000046350975,A,16258,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,6186,415 BOZEMAN RD,,,,MADISON,39110,MS,US,
HOWARD INDUSTRIES,17190,100000046345647,100000046353305,BILL_TO,100000046342046,4441,HOWARD INDUSTRIES,100000046350068,A,16568,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,4992,PO BOX 1588,,,,LAUREL,39441,MS,US,
SAMMARCO ELECTRIC COMPANY,17191,100000046345887,100000046355304,BILL_TO,100000046342047,4182,SAMMARCO ELECTRIC COMPANY,100000046349809,A,16808,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,6991,6710 REESE RD,,,,MEMPHIS,38133,TN,US,
SOULSVILLE ADMINISTRATION,17192,100000046346513,100000046354609,BILL_TO,100000046342048,3645,SOULSVILLE ADMINISTRATION,100000046349272,A,17434,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,6296,926 E MCLEMORE AVE,,,,MEMPHIS,38106,TN,US,
TREZEVANT MANOR,17193,100000046345078,100000046354730,BILL_TO,100000046342049,5350,TREZEVANT MANOR,100000046350977,A,15999,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,6417,177 N HIGHLAND ST,,,,MEMPHIS,38111-4747,TN,US,
HOLLY SPRINGS SCHOOL DISTRICT,17194,100000046345021,100000046354932,BILL_TO,100000046342050,4365,HOLLY SPRINGS SCHOOL DISTRICT,100000046349992,A,15942,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,6619,840 HWY 178 E,,,,HOLLY SPRINGS,38635-2633,MS,US,
FOSTER'S HEATING & AIR,17195,100000046345576,100000046353565,BILL_TO,100000046342051,4369,FOSTER'S HEATING & AIR,100000046349996,A,16497,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,5252,PO BOX 606,,,,GAUTIER,39553,MS,US,
DYER COUNTY BOARD OF EDUCATION,17196,100000046346165,100000046354474,BILL_TO,100000046342052,4571,DYER COUNTY BOARD OF EDUCATION,100000046350198,A,17086,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,6161,159 EVERETT AVE,,,,DYERSBURG,38024,TN,US,
R&W INC,17197,100000046346168,100000046354051,BILL_TO,100000046342053,4367,R&W INC,100000046349994,A,17089,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,5738,PO BOX 15389,,,,ASHVILLE,28813,NC,US,
HEALTHSOUTH CANE CREEK,17198,100000046345811,100000046355142,BILL_TO,100000046342054,5290,HEALTHSOUTH CANE CREEK,100000046350917,A,16732,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,6829,180 MT PELIA RD,,,,MARTIN,38237,TN,US,
STAR SERVICE,17199,100000046345813,100000046354936,BILL_TO,100000046342055,3365,STAR SERVICE,100000046348992,A,16734,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,6623,328 ELTON RD,,,,JACKSON,39212,MS,US,
GEM MECHANICAL SERVICES,17200,100000046346444,100000046355144,BILL_TO,100000046342056,4606,GEM MECHANICAL SERVICES,100000046350233,A,17365,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,6831,ONE WELLINGTON RD,,,,LINCOLN,02865,RI,US,
RAWLS EQUIPMENT COMPANY,17201,100000046345580,100000046354939,BILL_TO,100000046342057,4377,RAWLS EQUIPMENT COMPANY,100000046350004,A,16501,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,6626,360 E S ST,,,,COLLIERVILLE,38017-2730,TN,US,
KELLOGG COMPANY,17202,100000046345581,100000046354340,BILL_TO,100000046342058,3367,KELLOGG COMPANY,100000046348994,A,16502,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,6027,PO BOX 8881011,,,,GRAND RAPIDS,49588,MI,US,
186TH AIR NATIONAL GUARD,17203,100000046345026,100000046353840,BILL_TO,100000046342059,4109,186TH AIR NATIONAL GUARD,100000046349736,A,15947,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,5527,6225 M ST BLDG 600,,,,MERIDIAN,39307,MS,US,
THE VILLAGE AT GERMANTOWN,17204,100000046346447,100000046355147,BILL_TO,100000046342060,4612,THE VILLAGE AT GERMANTOWN,100000046350239,A,17368,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,6834,7820 WALKING HORSE CIR,,,,GERMANTOWN,38138,TN,US,
G S AUTOMATON INC,17205,100000046346448,100000046353843,BILL_TO,100000046342061,4378,G S AUTOMATON INC,100000046350005,A,17369,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,5530,3095 STONEBROOK CR,,,,MEMPHIS,38116,TN,US,
ANTECH,17206,100000046346449,100000046354345,BILL_TO,100000046342062,4614,ANTECH,100000046350241,A,17370,A,1900-01-01T00:00:00.000+00:00,4712-12-31T00:00:00.000+00:00,Y,P,N,6032,17620 MT HERRMANN ST,,,,FOUNTAIN VALLEY,92708,CA,US,
