Transaction Number,Transaction Source,Transaction Class,Transaction Type,Complete,Status,Bill-to Customer,Entered Amount,Currency,Transaction Date,Operating Company (OpCo),Accounting Date,Batch Name,Bill-to Customer Site,Due Date,Primary Salesperson,Po Number,Bill-to Customer Account Number,Document Number,Unnamed: 19,Unnamed: 37
242317-1,Conversion,Invoice,Invoice,Yes,Complete,SOUND HEATING AND A/C,8492,USD,2025-12-29 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3405,2026-01-28 00:00:00,Dorse House Account,JBLM Ops,3297,151000000615,,
240173-2,Conversion,Invoice,Invoice,Yes,Complete,BRUCE HEATING & AIR CONDITIONING INC,2825,USD,2025-11-21 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3172,2025-12-21 00:00:00,Dorse House Account,30605,4289,151000001415,,
245119,Conversion,Invoice,Invoice,Yes,Complete,AMS,5500,USD,2026-02-13 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2232,2026-03-15 00:00:00,Dorse House Account,Victory Northgate,3112,151000001101,,
244614,Conversion,Invoice,Invoice,Yes,Complete,BRUCE HEATING & AIR CONDITIONING INC,885,USD,2026-02-09 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3172,2026-03-11 00:00:00,Dorse House Account,32347,4289,151000000399,,
243876,Conversion,Invoice,Invoice,Yes,Complete,MCKINSTRY COMPANY,3015,USD,2026-02-03 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,4222,2026-03-05 00:00:00,Dorse House Account,26008166,3442,151000000820,,
243420,Conversion,Invoice,Invoice,Yes,Complete,BRUCE HEATING & AIR CONDITIONING INC,985,USD,2026-02-10 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3172,2026-03-12 00:00:00,Dorse House Account,31868,4289,151000001459,,
245670,Conversion,Invoice,Invoice,Yes,Complete,BRUCE HEATING & AIR CONDITIONING INC,12295,USD,2026-02-26 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3172,2026-03-28 00:00:00,Dorse House Account,32816,4289,151000001672,,
244032,Conversion,Invoice,Invoice,Yes,Complete,PSF MECHANICAL,595,USD,2026-01-16 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3039,2026-02-15 00:00:00,Dorse House Account,S183419,3322,151000000675,,
242458-2,Conversion,Invoice,Invoice,Yes,Complete,ENVIROMECH,7010,USD,2026-01-23 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3007,2026-02-22 00:00:00,Dorse House Account,25-484-RM,3868,151000000726,,
242493-2,Conversion,Invoice,Invoice,Yes,Complete,COWDREY MECHANICAL SYSTEMS LLC,255.12,USD,2025-12-08 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,4912,2026-01-07 00:00:00,Dorse House Account,LM-CV,3309,151000000490,,
242350,Conversion,Invoice,Invoice,Yes,Complete,DELTA TECHNOLOGY CORPORATION,6300,USD,2026-01-12 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,4595,2026-02-11 00:00:00,Dorse House Account,3577-2406-630,3607,151000001190,,
244581,Conversion,Invoice,Invoice,Yes,Complete,ENVIROMECH,280,USD,2026-01-29 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3007,2026-02-28 00:00:00,Dorse House Account,25-696-RM,3868,151000000565,,
244914,Conversion,Invoice,Invoice,Yes,Complete,MACDONALD-MILLER FACILITY SOLUTIONS INC,156.88,USD,2026-02-04 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3412,2026-03-06 00:00:00,Dorse House Account,690848,3377,151000001511,,
243627,Conversion,Invoice,Invoice,Yes,Complete,MACDONALD-MILLER FACILITY SOLUTIONS INC,250,USD,2026-01-09 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3412,2026-02-08 00:00:00,Dorse House Account,684408,3377,151000001227,,
246072,Conversion,Invoice,Invoice,Yes,Complete,MCKINSTRY COMPANY,7900,USD,2026-02-27 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,4222,2026-03-29 00:00:00,Dorse House Account,25027075,3442,151000000974,,
239943,Conversion,Credit Memo,Credit Memo,No,Incomplete,ALEXANDER HEATING,-649,USD,2025-10-01 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2019707,3842,,Dorse House Account,04-13500,3353,,,
245119-1,Conversion,Invoice,Invoice,Yes,Complete,AMS,1140,USD,2026-02-26 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2232,2026-03-28 00:00:00,Dorse House Account,Victory Northgate,3112,151000001103,,
244160,Conversion,Invoice,Invoice,Yes,Complete,HERMANSON COMPANY,328.3,USD,2026-01-19 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2628,2026-02-18 00:00:00,Dorse House Account,PO037385,4269,151000001356,,
244095,Conversion,Invoice,Invoice,Yes,Complete,REFRIGERATION UNLIMITED,485,USD,2026-01-26 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3337,2026-02-25 00:00:00,Dorse House Account,PO10014668,4217,151000000596,,
242378,Conversion,Invoice,Invoice,Yes,Complete,ALPINA MECHANICAL LLC,10440,USD,2025-12-15 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,34314,2026-01-14 00:00:00,Dorse House Account,Harrington Unit 9,4333,151000001175,,
245667,Conversion,Invoice,Invoice,Yes,Complete,UNIVERSITY MECHANICAL CONTRACTORS INC,550,USD,2026-02-18 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3158,2026-03-20 00:00:00,Dorse House Account,166366-133703,3336,151000000363,,
243795,Conversion,Invoice,Invoice,Yes,Complete,OCEAN PARK MECHANICAL INC,434.28,USD,2026-01-09 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2522,2026-02-08 00:00:00,Dorse House Account,2515-2720,3557,151000001301,,
239907,Conversion,Invoice,Invoice,Yes,Complete,HEATTRANSFER CO,1784,USD,2025-10-16 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2152,2025-11-15 00:00:00,Dorse House Account,C2509195TW,4391,151000001611,,
245690,Conversion,Invoice,Invoice,Yes,Complete,AUBURN MECHANICAL INC,663.24,USD,2026-02-24 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2253,2026-03-26 00:00:00,Dorse House Account,2S4456.000082,3125,151000000553,,
242290,Conversion,Invoice,Invoice,Yes,Complete,TOTAL ENERGY MANAGEMENT,5500,USD,2026-01-08 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2868,2026-02-07 00:00:00,Dorse House Account,23288-214088,4018,151000000176,,
243620,Conversion,Invoice,Invoice,Yes,Complete,HOLMBERG COMPANY,42055,USD,2026-02-13 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3333,2026-03-15 00:00:00,Dorse House Account,4431-237000-2,3828,151000000606,,
244883,Conversion,Invoice,Invoice,Yes,Complete,LEGACY HEATING AND COOLING,1925,USD,2026-02-11 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,34313,2026-03-13 00:00:00,Dorse House Account,JM00578,3887,151000000637,,
244063-1,Conversion,Invoice,Invoice,Yes,Complete,BRUCE HEATING & AIR CONDITIONING INC,231,USD,2026-02-11 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3172,2026-03-13 00:00:00,Dorse House Account,32113,4289,151000001699,,
244579,Conversion,Invoice,Invoice,Yes,Complete,MACDONALD-MILLER FACILITY SOLUTIONS INC,1075,USD,2026-02-16 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3412,2026-03-18 00:00:00,Dorse House Account,687722,3377,151000001234,,
244815,Conversion,Invoice,Invoice,Yes,Complete,ANDGAR MECHANICAL LLC,1075,USD,2026-02-06 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3844,2026-03-08 00:00:00,Dorse House Account,322070,4264,151000000676,,
242334,Conversion,Invoice,Invoice,Yes,Complete,SHANNON INDUSTRIAL CONTRACTORS INC,840,USD,2026-01-23 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2780,2026-02-22 00:00:00,Dorse House Account,106-25644,3410,151000000630,,
245093,Conversion,Invoice,Invoice,Yes,Complete,MACDONALD-MILLER FACILITY SOLUTIONS INC,3392,USD,2026-02-18 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3412,2026-03-20 00:00:00,Dorse House Account,691690,3377,151000000924,,
244236,Conversion,Invoice,Invoice,Yes,Complete,OCEAN PARK MECHANICAL INC,46,USD,2026-01-22 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2522,2026-02-21 00:00:00,Dorse House Account,2201,3557,151000000523,,
243770,Conversion,Invoice,Invoice,Yes,Complete,MACDONALD-MILLER FACILITY SOLUTIONS INC,629.99,USD,2026-01-07 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3412,2026-02-06 00:00:00,Dorse House Account,685445,3377,151000000885,,
244942,Conversion,Credit Memo,Credit Memo,No,Incomplete,MORGAN MECHANICAL LLC,-84,USD,2026-02-02 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2019707,3610,,Dorse House Account,,3183,,,
244859,Conversion,Invoice,Invoice,Yes,Complete,MACDONALD-MILLER FACILITY SOLUTIONS INC,48.16,USD,2026-01-30 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3412,2026-03-01 00:00:00,Dorse House Account,690606,3377,151000000687,,
242952,Conversion,Invoice,Invoice,Yes,Complete,EVERGREEN REFRIGERATION LLC,2040,USD,2026-01-13 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3971,2026-02-12 00:00:00,Dorse House Account,BF928200,4103,151000000535,,
244355,Conversion,Invoice,Invoice,Yes,Complete,HERMANSON COMPANY,56,USD,2026-01-22 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2628,2026-02-21 00:00:00,Dorse House Account,PO037584 15-25-29853,4269,151000001362,,
243647,Conversion,Invoice,Invoice,Yes,Complete,AMS,7800,USD,2026-01-09 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2232,2026-02-08 00:00:00,Dorse House Account,030-005,3112,151000000925,,
245732,Conversion,Invoice,Invoice,Yes,Complete,TRIMBLE MECHANICAL,265.15,USD,2026-02-25 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2819,2026-03-27 00:00:00,Dorse House Account,3275,4006,151000000969,,
243235,Conversion,Invoice,Invoice,Yes,Complete,PSF MECHANICAL,300.42,USD,2025-12-22 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3039,2026-01-21 00:00:00,Dorse House Account,2918-1165-1217,3322,151000000680,,
243740,Conversion,Invoice,Invoice,Yes,Complete,MACDONALD-MILLER FACILITY SOLUTIONS INC,97.1,USD,2026-01-09 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3412,2026-02-08 00:00:00,Dorse House Account,685405,3377,151000000886,,
245111,Conversion,Invoice,Invoice,Yes,Complete,HERMANSON COMPANY,557.52,USD,2026-02-10 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2628,2026-03-12 00:00:00,Dorse House Account,PO038503,4269,151000001373,,
244844,Conversion,Invoice,Invoice,Yes,Complete,HOLADAY-PARKS INC,900,USD,2026-02-20 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,4512,2026-03-22 00:00:00,Dorse House Account,1012957-44132,3528,151000000424,,
245528,Conversion,Invoice,Invoice,Yes,Complete,MACDONALD-MILLER FACILITY SOLUTIONS INC,268.75,USD,2026-02-26 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3412,2026-03-28 00:00:00,Dorse House Account,691913,3377,151000000309,,
242385,Conversion,Invoice,Invoice,Yes,Complete,TOTAL ENERGY MANAGEMENT,3170,USD,2026-01-16 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2868,2026-02-15 00:00:00,Dorse House Account,23517-214053,4018,151000000602,,
243636,Conversion,Invoice,Invoice,Yes,Complete,MACDONALD-MILLER FACILITY SOLUTIONS INC,874.98,USD,2026-01-27 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3412,2026-02-26 00:00:00,Dorse House Account,684881,3377,151000001229,,
245467,Conversion,Invoice,Invoice,Yes,Complete,C E D - PORT ANGELES,125,USD,2026-02-13 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3960,2026-03-15 00:00:00,Dorse House Account,966275,3718,151000000798,,
244637,Conversion,Invoice,Invoice,Yes,Complete,KEY MECHANICAL - WA,57.49,USD,2026-01-29 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2545,2026-02-28 00:00:00,Dorse House Account,706608,3178,151000001332,,
244077,Conversion,Invoice,Invoice,Yes,Complete,MACDONALD-MILLER FACILITY SOLUTIONS INC,511.68,USD,2026-01-16 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3412,2026-02-15 00:00:00,Dorse House Account,686771,3377,151000001049,,
245220,Conversion,Invoice,Invoice,Yes,Complete,HOLADAY-PARKS INC,4795,USD,2026-02-20 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,4512,2026-03-22 00:00:00,Dorse House Account,1022875-80161,3528,151000000230,,
244827-1,Conversion,Invoice,Invoice,Yes,Complete,EVERGREEN REFRIGERATION LLC,1450,USD,2026-02-27 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3971,2026-03-29 00:00:00,Dorse House Account,BF928567,4103,151000000095,,
244176,Conversion,Invoice,Invoice,Yes,Complete,AIR DESIGN,1513,USD,2026-02-03 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2425,2026-03-05 00:00:00,Dorse House Account,Missoula FSD/Fans,3583,151000000488,,
244603,Conversion,Invoice,Invoice,Yes,Complete,AUBURN MECHANICAL INC,5230,USD,2026-02-16 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2253,2026-03-18 00:00:00,Dorse House Account,1S4198.010004,3125,151000000099,,
245731-1,Conversion,Invoice,Invoice,Yes,Complete,MACDONALD-MILLER FACILITY SOLUTIONS INC,56,USD,2026-02-27 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3412,2026-03-29 00:00:00,Dorse House Account,694125,3377,151000001264,,
246045,Conversion,Invoice,Invoice,Yes,Complete,UNITED SYSTEMS MECHANICAL INC,62.8,USD,2026-02-27 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3714,2026-03-29 00:00:00,Dorse House Account,54244-9868,4010,151000000504,,
241932-1,Conversion,Invoice,Invoice,Yes,Complete,ACCO ENGINEERED SYSTEMS (401856),9710.38,USD,2026-01-29 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,5060,2026-02-28 00:00:00,Dorse House Account,256033,3666,151000001623,,
244192,Conversion,Invoice,Invoice,Yes,Complete,LEGACY HEATING AND COOLING,1510,USD,2026-02-09 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,34313,2026-03-11 00:00:00,Dorse House Account,JM00575,3887,151000000841,,
245027,Conversion,Invoice,Invoice,Yes,Complete,HOLMBERG COMPANY,3150,USD,2026-02-17 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3333,2026-03-19 00:00:00,Dorse House Account,4393-237000-8,3828,151000000608,,
245022,Conversion,Invoice,Invoice,Yes,Complete,MCKINSTRY COMPANY,464.32,USD,2026-02-05 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,4222,2026-03-07 00:00:00,Dorse House Account,26035071,3442,151000000191,,
244026,Conversion,Invoice,Invoice,Yes,Complete,TMFS,579.99,USD,2026-01-13 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3914,2026-02-12 00:00:00,Dorse House Account,S8161JG,3184,151000001426,,
243724,Conversion,Invoice,Invoice,Yes,Complete,COOLSYS LIGHT COMMERCIAL SOLUTIONS,556,USD,2026-01-09 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3736,2026-02-08 00:00:00,Dorse House Account,OR8231385,3742,151000001442,,
245261,Conversion,Invoice,Invoice,Yes,Complete,MACDONALD-MILLER FACILITY SOLUTIONS INC,168.94,USD,2026-02-20 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3412,2026-03-22 00:00:00,Dorse House Account,693863,3377,151000000062,,
245184,Conversion,Invoice,Invoice,Yes,Complete,COOLSYS LIGHT COMMERCIAL SOLUTIONS,379.99,USD,2026-02-06 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3736,2026-03-08 00:00:00,Dorse House Account,OR8236594,3742,151000001448,,
244906,Conversion,Invoice,Invoice,Yes,Complete,MACDONALD-MILLER FACILITY SOLUTIONS INC,1438,USD,2026-02-20 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3412,2026-03-22 00:00:00,Dorse House Account,694447,3377,151000000316,,
243034-1,Conversion,Invoice,Invoice,Yes,Complete,HURLIMAN HEATING,15439,USD,2026-02-17 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3026,2026-03-19 00:00:00,Dorse House Account,PO-2570-003,3004,151000001429,,
245598,Conversion,Invoice,Invoice,Yes,Complete,EVERGREEN REFRIGERATION LLC,425.4,USD,2026-02-24 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3971,2026-03-26 00:00:00,Dorse House Account,jm929054,4103,151000001344,,
244395,Conversion,Invoice,Invoice,Yes,Complete,HERMANSON COMPANY,1355.12,USD,2026-01-22 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2628,2026-02-21 00:00:00,Dorse House Account,PO037619  15-25-30182,4269,151000001363,,
244053-1,Conversion,Invoice,Invoice,Yes,Complete,TRIMBLE MECHANICAL,325,USD,2026-01-20 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2819,2026-02-19 00:00:00,Dorse House Account,3167,4006,151000000587,,
243890-1,Conversion,Invoice,Invoice,Yes,Complete,BRUCE HEATING & AIR CONDITIONING INC,723,USD,2026-01-29 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3172,2026-02-28 00:00:00,Dorse House Account,32077,4289,151000001697,,
243076-1,Conversion,Invoice,Invoice,Yes,Complete,ALPINE SUMMIT HEATING & COOLING,132.48,USD,2026-02-24 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,34330,2026-02-24 00:00:00,Dorse House Account,"Tulip Buildings - Hauser,",2011,151000001004,,
244683-1,Conversion,Invoice,Invoice,Yes,Complete,LEGACY HEATING AND COOLING,2246.14,USD,2026-02-23 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,34313,2026-03-25 00:00:00,Dorse House Account,25191CNC,3887,151000000445,,
246195,Conversion,Credit Memo,Credit Memo,No,Incomplete,TOTAL ENERGY MANAGEMENT,-2070,USD,2026-02-27 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2019707,2868,,Dorse House Account,22350--198759,4018,,,
243585,Conversion,Invoice,Invoice,Yes,Complete,APOLLO MECHANICAL CONTRACTORS,2015,USD,2026-01-09 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2169,2026-02-08 00:00:00,Dorse House Account,M2985-W-00006,3049,151000000336,,
245050,Conversion,Invoice,Invoice,Yes,Complete,PACIFIC ONE CONSTRUCTION INC,550,USD,2026-02-10 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,34311,2026-03-12 00:00:00,Dorse House Account,Bradley Heights,4049,151000001497,,
245336,Conversion,Invoice,Invoice,Yes,Complete,AIR SYSTEMS ENGINEERING INC,27,USD,2026-02-11 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2696,2026-03-13 00:00:00,Dorse House Account,1-14631-01,3987,151000000450,,
243915,Conversion,Invoice,Invoice,Yes,Complete,COMFORT SYSTEMS USA NW,6235,USD,2026-02-20 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,5116,2026-03-22 00:00:00,Dorse House Account,124013-10,3753,151000001184,,
244243,Conversion,Invoice,Invoice,Yes,Complete,MACDONALD-MILLER FACILITY SOLUTIONS INC,77.81,USD,2026-01-22 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3412,2026-02-21 00:00:00,Dorse House Account,687480,3377,151000001032,,
244700,Conversion,Invoice,Invoice,Yes,Complete,TRIMBLE MECHANICAL,750,USD,2026-02-09 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2819,2026-03-11 00:00:00,Dorse House Account,3016,4006,151000001131,,
244297,Conversion,Invoice,Invoice,Yes,Complete,BRUCE HEATING & AIR CONDITIONING INC,581.5,USD,2026-01-21 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3172,2026-02-20 00:00:00,Dorse House Account,32238,4289,151000001665,,
244713,Conversion,Invoice,Invoice,Yes,Complete,TRIMBLE MECHANICAL,2100,USD,2026-02-12 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2819,2026-03-14 00:00:00,Dorse House Account,3016,4006,151000001132,,
245579,Conversion,Invoice,Invoice,Yes,Complete,MACDONALD-MILLER FACILITY SOLUTIONS INC,200,USD,2026-02-17 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3412,2026-03-19 00:00:00,Dorse House Account,693523,3377,151000001255,,
243649,Conversion,Invoice,Invoice,Yes,Complete,SOUND HEATING AND A/C,119.79,USD,2026-01-06 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3405,2026-02-05 00:00:00,Dorse House Account,Kendrick,3297,151000001643,,
244881,Conversion,Invoice,Invoice,Yes,Complete,ENVIROMECH,1150,USD,2026-02-04 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3007,2026-03-06 00:00:00,Dorse House Account,25-583-MT,3868,151000000957,,
242778,Conversion,Invoice,Invoice,Yes,Complete,BRUCE HEATING & AIR CONDITIONING INC,2540,USD,2025-12-30 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3172,2026-01-29 00:00:00,Dorse House Account,31612,4289,151000000620,,
243240-3,Conversion,Invoice,Invoice,Yes,Complete,NARROWS HEATING & AIR COND,9480,USD,2026-02-06 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3607,2026-03-08 00:00:00,Dorse House Account,C25-5629,4126,151000000997,,
241009,Conversion,Invoice,Invoice,Yes,Complete,BRUCE HEATING & AIR CONDITIONING INC,2322,USD,2025-12-05 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3172,2026-01-04 00:00:00,Dorse House Account,30906,4289,151000000981,,
244325,Conversion,Invoice,Invoice,Yes,Complete,MCKINSTRY COMPANY,2610,USD,2026-02-02 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,4222,2026-03-04 00:00:00,Dorse House Account,26023024,3442,151000000371,,
245143,Conversion,Invoice,Invoice,Yes,Complete,EVERGREEN REFRIGERATION LLC,343.72,USD,2026-02-10 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3971,2026-03-12 00:00:00,Dorse House Account,sp928996,4103,151000001548,,
244893-1,Conversion,Invoice,Invoice,Yes,Complete,BARGREEN ELLINGSON,3306,USD,2026-02-26 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3710,2026-03-28 00:00:00,Dorse House Account,2872904,4301,151000001473,,
245571,Conversion,Invoice,Invoice,Yes,Complete,MACDONALD-MILLER FACILITY SOLUTIONS INC,442.87,USD,2026-02-20 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3412,2026-03-22 00:00:00,Dorse House Account,693410,3377,151000001059,,
244950,Conversion,Invoice,Invoice,Yes,Complete,CFM HEATING & COOLING INC,104.38,USD,2026-02-04 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3929,2026-03-06 00:00:00,Dorse House Account,Death & CO,4121,151000000831,,
243076-2,Conversion,Invoice,Invoice,Yes,Complete,ALPINE SUMMIT HEATING & COOLING,42.12,USD,2026-02-27 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,34330,2026-02-27 00:00:00,Dorse House Account,Tulip Buildings - Hauser,2011,151000000449,,
242688-3,Conversion,Invoice,Invoice,Yes,Complete,COWDREY MECHANICAL SYSTEMS LLC,496.5,USD,2026-02-17 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,4912,2026-03-19 00:00:00,Dorse House Account,LM-TSRedmond124,3309,151000000499,,
243913-3,Conversion,Invoice,Invoice,Yes,Complete,ATLAS MECHANICAL INC,250,USD,2026-02-17 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,34328,2026-03-19 00:00:00,Dorse House Account,R250255,3576,151000000285,,
243815,Conversion,Invoice,Invoice,Yes,Complete,MACDONALD-MILLER FACILITY SOLUTIONS INC,6281,USD,2026-01-19 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3412,2026-02-18 00:00:00,Dorse House Account,685719,3377,151000000304,,
243018-1,Conversion,Invoice,Invoice,Yes,Complete,MCKINSTRY COMPANY,881.76,USD,2026-02-09 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,4222,2026-03-11 00:00:00,Dorse House Account,25308142,3442,151000000973,,
243890,Conversion,Invoice,Invoice,Yes,Complete,BRUCE HEATING & AIR CONDITIONING INC,4557,USD,2026-01-23 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3172,2026-02-22 00:00:00,Dorse House Account,32077,4289,151000000837,,
245232-2,Conversion,Invoice,Invoice,Yes,Complete,HERMANSON COMPANY,55,USD,2026-02-25 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2628,2026-03-27 00:00:00,Dorse House Account,po038666,4269,151000001144,,
245924,Conversion,Invoice,Invoice,Yes,Complete,AUBURN MECHANICAL INC,575,USD,2026-02-26 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2253,2026-03-28 00:00:00,Dorse House Account,56379-44310,3125,151000000554,,
243903,Conversion,Invoice,Invoice,Yes,Complete,MACDONALD-MILLER FACILITY SOLUTIONS INC,1512,USD,2026-01-12 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3412,2026-02-11 00:00:00,Dorse House Account,685719,3377,151000000302,,
243698,Conversion,Invoice,Invoice,Yes,Complete,AMS,24,USD,2026-01-09 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,2232,2026-02-08 00:00:00,Dorse House Account,Polaris at Totem Lake,3112,151000000693,,
244143-1,Conversion,Invoice,Invoice,Yes,Complete,BRUCE HEATING & AIR CONDITIONING INC,58525,USD,2026-02-11 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3172,2026-03-13 00:00:00,Dorse House Account,32119,4289,151000001668,,
244624,Conversion,Invoice,Invoice,Yes,Complete,MACDONALD-MILLER FACILITY SOLUTIONS INC,264,USD,2026-01-29 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3412,2026-02-28 00:00:00,Dorse House Account,689898,3377,151000001237,,
244333,Conversion,Invoice,Invoice,Yes,Complete,NORDIC TEMPERATURE CONTROL,475,USD,2026-02-09 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,4988,2026-03-11 00:00:00,Dorse House Account,252349,4316,151000001515,,
245696,Conversion,Invoice,Invoice,Yes,Complete,EVERGREEN REFRIGERATION LLC,100.1,USD,2026-02-24 00:00:00,Dorse,2026-03-31 00:00:00,Conversion_2017709,3971,2026-03-26 00:00:00,Dorse House Account,sp929145,4103,151000001557,,
